Program,Slot,Date,Start Time,End Time,Course Code,Course Title,Students,Faculty,Faculty_Full,Faculty_Code,Start_Time,End_Time,Exam_Location
C,Slot - 03,2025-08-17,14:30:00,16:00:00,EEE181.11,Electrical Circuits Design I,38,[IHS] Imran Hossain Sabuj,Imran Hossain Sabuj,IHS,14:30:00,16:00:00,C - Slot - 03
C,Slot - 03,2025-08-17,14:30:00,16:00:00,EEE181.12,Electrical Circuits Design I,39,[ALA] Abdullah Saleh,Abdullah Saleh,ALA,14:30:00,16:00:00,C - Slot - 03
C,Slot - 03,2025-08-17,14:30:00,16:00:00,EEE241.9,Electronic Devices & Circuits I,38,[KDZN] Khondokar Zahin,Khondokar Zahin,KDZN,14:30:00,16:00:00,C - Slot - 03
C,Slot - 03,2025-08-17,14:30:00,16:00:00,EEE241.10,Electronic Devices & Circuits I,39,[KDZN] Khondokar Zahin,Khondokar Zahin,KDZN,14:30:00,16:00:00,C - Slot - 03
C,Slot - 03,2025-08-17,14:30:00,16:00:00,MAT261.2,Linear Algebra and Matrices,40,[SBB] Md. Shohel Babu,Md. Shohel Babu,SBB,14:30:00,16:00:00,C - Slot - 03
C,Slot - 03,2025-08-17,14:30:00,16:00:00,MAT261.3,Linear Algebra and Matrices,40,[SBB] Md. Shohel Babu,Md. Shohel Babu,SBB,14:30:00,16:00:00,C - Slot - 03
C,Slot - 03,2025-08-17,14:30:00,16:00:00,MAT261.4,Linear Algebra and Matrices,39,[SBB] Md. Shohel Babu,Md. Shohel Babu,SBB,14:30:00,16:00:00,C - Slot - 03
C,Slot - 03,2025-08-17,14:30:00,16:00:00,MAT261.5,Linear Algebra and Matrices,40,[SBB] Md. Shohel Babu,Md. Shohel Babu,SBB,14:30:00,16:00:00,C - Slot - 03
C,Slot - 03,2025-08-17,14:30:00,16:00:00,MAT261.6,Linear Algebra and Matrices,41,[SBB] Md. Shohel Babu,Md. Shohel Babu,SBB,14:30:00,16:00:00,C - Slot - 03
C,Slot - 04,2025-08-18,09:30:00,11:00:00,ENG101.22,Basic English Skills,39,[SHMS] Sharif Mohammad Shahidullah,Sharif Mohammad Shahidullah,SHMS,09:30:00,11:00:00,C - Slot - 04
C,Slot - 04,2025-08-18,09:30:00,11:00:00,ENG101.23,Basic English Skills,39,[SHMS] Sharif Mohammad Shahidullah,Sharif Mohammad Shahidullah,SHMS,09:30:00,11:00:00,C - Slot - 04
C,Slot - 04,2025-08-18,09:30:00,11:00:00,ENG101.24,Basic English Skills,38,[TDS] Tripti Das,Tripti Das,TDS,09:30:00,11:00:00,C - Slot - 04
C,Slot - 04,2025-08-18,09:30:00,11:00:00,ENG101.25,Basic English Skills,39,[MFR] Md. Fozle Rabbi,Md. Fozle Rabbi,MFR,09:30:00,11:00:00,C - Slot - 04
C,Slot - 04,2025-08-18,09:30:00,11:00:00,ENG101.26,Basic English Skills,38,[SAIS] Sadia Islam,Sadia Islam,SAIS,09:30:00,11:00:00,C - Slot - 04
C,Slot - 04,2025-08-18,09:30:00,11:00:00,ENG101.27,Basic English Skills,36,[DAFN] Dewan Abul Fatah Naeem,Dewan Abul Fatah Naeem,DAFN,09:30:00,11:00:00,C - Slot - 04
C,Slot - 04,2025-08-18,09:30:00,11:00:00,ENG101.28,Basic English Skills,38,[RCL] Rasna Choudhury Liz,Rasna Choudhury Liz,RCL,09:30:00,11:00:00,C - Slot - 04
C,Slot - 04,2025-08-18,09:30:00,11:00:00,ENG101.29,Basic English Skills,37,[TAAM] Tazin Akhanda Meem,Tazin Akhanda Meem,TAAM,09:30:00,11:00:00,C - Slot - 04
C,Slot - 04,2025-08-18,09:30:00,11:00:00,ENG101.30,Basic English Skills,37,[STM] Sadia Tasnuva Moume,Sadia Tasnuva Moume,STM,09:30:00,11:00:00,C - Slot - 04
C,Slot - 04,2025-08-18,09:30:00,11:00:00,ENG101.31,Basic English Skills,40,[SAIS] Sadia Islam,Sadia Islam,SAIS,09:30:00,11:00:00,C - Slot - 04
C,Slot - 04,2025-08-18,09:30:00,11:00:00,ENG101.32,Basic English Skills,38,[SAIS] Sadia Islam,Sadia Islam,SAIS,09:30:00,11:00:00,C - Slot - 04
C,Slot - 04,2025-08-18,09:30:00,11:00:00,ENG101.33,Basic English Skills,38,[DAFN] Dewan Abul Fatah Naeem,Dewan Abul Fatah Naeem,DAFN,09:30:00,11:00:00,C - Slot - 04
C,Slot - 04,2025-08-18,09:30:00,11:00:00,ENG101.34,Basic English Skills,38,[RCL] Rasna Choudhury Liz,Rasna Choudhury Liz,RCL,09:30:00,11:00:00,C - Slot - 04
C,Slot - 04,2025-08-18,09:30:00,11:00:00,ENG101.35,Basic English Skills,38,[MSW] Maeesha Wajid,Maeesha Wajid,MSW,09:30:00,11:00:00,C - Slot - 04
C,Slot - 04,2025-08-18,09:30:00,11:00:00,SOC341.2,Engineering Ethics,40,[DAKM] Prof. Dr. Abdul Kadar Muhammad Masum,Prof. Dr. Abdul Kadar Muhammad Masum,DAKM,09:30:00,11:00:00,C - Slot - 04
C,Slot - 04,2025-08-18,09:30:00,11:00:00,SOC341.3,Engineering Ethics,41,[DAKM] Prof. Dr. Abdul Kadar Muhammad Masum,Prof. Dr. Abdul Kadar Muhammad Masum,DAKM,09:30:00,11:00:00,C - Slot - 04
C,Slot - 04,2025-08-18,09:30:00,11:00:00,SOC341.4,Engineering Ethics,37,[DAKM] Prof. Dr. Abdul Kadar Muhammad Masum,Prof. Dr. Abdul Kadar Muhammad Masum,DAKM,09:30:00,11:00:00,C - Slot - 04
C,Slot - 04,2025-08-18,09:30:00,11:00:00,SOC341.5,Engineering Ethics,39,[MBH] Mahbubul Haq Bhuiyan,Mahbubul Haq Bhuiyan,MBH,09:30:00,11:00:00,C - Slot - 04
C,Slot - 04,2025-08-18,09:30:00,11:00:00,SOC341.6,Engineering Ethics,41,[MBH] Mahbubul Haq Bhuiyan,Mahbubul Haq Bhuiyan,MBH,09:30:00,11:00:00,C - Slot - 04
C,Slot - 04,2025-08-18,09:30:00,11:00:00,SOC341.7,Engineering Ethics,41,[MBH] Mahbubul Haq Bhuiyan,Mahbubul Haq Bhuiyan,MBH,09:30:00,11:00:00,C - Slot - 04
C,Slot - 04,2025-08-18,09:30:00,11:00:00,SOC341.8,Engineering Ethics,40,[MBH] Mahbubul Haq Bhuiyan,Mahbubul Haq Bhuiyan,MBH,09:30:00,11:00:00,C - Slot - 04
C,Slot - 05,2025-08-18,12:00:00,13:30:00,CSE3027.1,Introduction to Embedded Systems,1,[MUM] Mustavi Ibne Masum,Mustavi Ibne Masum,MUM,12:00:00,13:30:00,C - Slot - 05
C,Slot - 05,2025-08-18,12:00:00,13:30:00,CSE381.2,Introduction to Embedded Systems,33,[MUM] Mustavi Ibne Masum,Mustavi Ibne Masum,MUM,12:00:00,13:30:00,C - Slot - 05
C,Slot - 05,2025-08-18,12:00:00,13:30:00,CSE381.3,Introduction to Embedded Systems,37,[MUM] Mustavi Ibne Masum,Mustavi Ibne Masum,MUM,12:00:00,13:30:00,C - Slot - 05
C,Slot - 05,2025-08-18,12:00:00,13:30:00,EEE241.4,Electronic Devices & Circuits I,40,[ADMR] Adib Md. Ridwan,Adib Md. Ridwan,ADMR,12:00:00,13:30:00,C - Slot - 05
C,Slot - 05,2025-08-18,12:00:00,13:30:00,EEE241.5,Electronic Devices & Circuits I,40,[ADMR] Adib Md. Ridwan,Adib Md. Ridwan,ADMR,12:00:00,13:30:00,C - Slot - 05
C,Slot - 05,2025-08-18,12:00:00,13:30:00,ENG102.16,Intermediate English Skills,42,[TNI] Tanzina Islam,Tanzina Islam,TNI,12:00:00,13:30:00,C - Slot - 05
C,Slot - 05,2025-08-18,12:00:00,13:30:00,ENG102.17,Intermediate English Skills,40,[TNI] Tanzina Islam,Tanzina Islam,TNI,12:00:00,13:30:00,C - Slot - 05
C,Slot - 05,2025-08-18,12:00:00,13:30:00,ENG102.18,Intermediate English Skills,41,[RCL] Rasna Choudhury Liz,Rasna Choudhury Liz,RCL,12:00:00,13:30:00,C - Slot - 05
C,Slot - 05,2025-08-18,12:00:00,13:30:00,ENG102.19,Intermediate English Skills,41,[JET] Jeba Tahsin,Jeba Tahsin,JET,12:00:00,13:30:00,C - Slot - 05
C,Slot - 05,2025-08-18,12:00:00,13:30:00,ENG102.20,Intermediate English Skills,41,[TAH] Tanjila Hossen,Tanjila Hossen,TAH,12:00:00,13:30:00,C - Slot - 05
C,Slot - 05,2025-08-18,12:00:00,13:30:00,ENG102.21,Intermediate English Skills,36,[IFA] Md. Iftekhar Arafath,Md. Iftekhar Arafath,IFA,12:00:00,13:30:00,C - Slot - 05
C,Slot - 05,2025-08-18,12:00:00,13:30:00,ENG102.22,Intermediate English Skills,42,[SAIS] Sadia Islam,Sadia Islam,SAIS,12:00:00,13:30:00,C - Slot - 05
C,Slot - 05,2025-08-18,12:00:00,13:30:00,ETE281.3,Communication Theory,42,[KRH] Khondker Rawan Hamid,Khondker Rawan Hamid,KRH,12:00:00,13:30:00,C - Slot - 05
C,Slot - 05,2025-08-18,12:00:00,13:30:00,ETE281.4,Communication Theory,42,[KRH] Khondker Rawan Hamid,Khondker Rawan Hamid,KRH,12:00:00,13:30:00,C - Slot - 05
C,Slot - 05,2025-08-18,12:00:00,13:30:00,ETE281.16,Communication Theory,40,[RARA] Raihan Amin Rana,Raihan Amin Rana,RARA,12:00:00,13:30:00,C - Slot - 05
C,Slot - 06,2025-08-18,14:30:00,16:00:00,CSE353.3,Introduction to Data Mining,28,[MAHB] Mahbub Hasan,Mahbub Hasan,MAHB,14:30:00,16:00:00,C - Slot - 06
C,Slot - 06,2025-08-18,14:30:00,16:00:00,CSE383.3,Database Design,39,[NOHO] Noholi Islam Duti,Noholi Islam Duti,NOHO,14:30:00,16:00:00,C - Slot - 06
C,Slot - 06,2025-08-18,14:30:00,16:00:00,CSE383.4,Database Design,40,[NOHO] Noholi Islam Duti,Noholi Islam Duti,NOHO,14:30:00,16:00:00,C - Slot - 06
C,Slot - 06,2025-08-18,14:30:00,16:00:00,ENG103.21,Advanced English Skills,22,[SAIS] Sadia Islam,Sadia Islam,SAIS,14:30:00,16:00:00,C - Slot - 06
C,Slot - 06,2025-08-18,14:30:00,16:00:00,ENG103.22,Advanced English Skills,40,[TAAM] Tazin Akhanda Meem,Tazin Akhanda Meem,TAAM,14:30:00,16:00:00,C - Slot - 06
C,Slot - 06,2025-08-18,14:30:00,16:00:00,ENG103.23,Advanced English Skills,40,[TDS] Tripti Das,Tripti Das,TDS,14:30:00,16:00:00,C - Slot - 06
C,Slot - 06,2025-08-18,14:30:00,16:00:00,ENG103.24,Advanced English Skills,41,[FAF] Fairuz Fariha,Fairuz Fariha,FAF,14:30:00,16:00:00,C - Slot - 06
C,Slot - 06,2025-08-18,14:30:00,16:00:00,ENG103.25,Advanced English Skills,40,[FAF] Fairuz Fariha,Fairuz Fariha,FAF,14:30:00,16:00:00,C - Slot - 06
C,Slot - 06,2025-08-18,14:30:00,16:00:00,ENG103.26,Advanced English Skills,41,[DAFN] Dewan Abul Fatah Naeem,Dewan Abul Fatah Naeem,DAFN,14:30:00,16:00:00,C - Slot - 06
C,Slot - 06,2025-08-18,14:30:00,16:00:00,ENG103.27,Advanced English Skills,40,[SHK] Shushmita Hossain Khan,Shushmita Hossain Khan,SHK,14:30:00,16:00:00,C - Slot - 06
C,Slot - 06,2025-08-18,14:30:00,16:00:00,ENG103.28,Advanced English Skills,42,[TAH] Tanjila Hossen,Tanjila Hossen,TAH,14:30:00,16:00:00,C - Slot - 06
C,Slot - 06,2025-08-18,14:30:00,16:00:00,ENG103.29,Advanced English Skills,40,[KHW] Kazi Humyra Wazeda,Kazi Humyra Wazeda,KHW,14:30:00,16:00:00,C - Slot - 06
C,Slot - 06,2025-08-18,14:30:00,16:00:00,ENG103.30,Advanced English Skills,39,[KHW] Kazi Humyra Wazeda,Kazi Humyra Wazeda,KHW,14:30:00,16:00:00,C - Slot - 06
C,Slot - 06,2025-08-18,14:30:00,16:00:00,ENG103.31,Advanced English Skills,39,[MIZ] Mohammad Inzamam,Mohammad Inzamam,MIZ,14:30:00,16:00:00,C - Slot - 06
C,Slot - 06,2025-08-18,14:30:00,16:00:00,ENG103.32,Advanced English Skills,39,[MIZ] Mohammad Inzamam,Mohammad Inzamam,MIZ,14:30:00,16:00:00,C - Slot - 06
C,Slot - 06,2025-08-18,14:30:00,16:00:00,ENG103.33,Advanced English Skills,38,[APZ] Anwar Parvez,Anwar Parvez,APZ,14:30:00,16:00:00,C - Slot - 06
C,Slot - 06,2025-08-18,14:30:00,16:00:00,ENG103.34,Advanced English Skills,23,[APZ] Anwar Parvez,Anwar Parvez,APZ,14:30:00,16:00:00,C - Slot - 06
C,Slot - 07,2025-08-19,09:30:00,11:00:00,CSE263.9,Digital Logic Design,37,[JM] Jannatim Maisha,Jannatim Maisha,JM,09:30:00,11:00:00,C - Slot - 07
C,Slot - 07,2025-08-19,09:30:00,11:00:00,CSE263.10,Digital Logic Design,38,[JM] Jannatim Maisha,Jannatim Maisha,JM,09:30:00,11:00:00,C - Slot - 07
C,Slot - 07,2025-08-19,09:30:00,11:00:00,CSE281.4,Introduction to Programming Language II (Java),38,[NH] Nahid Hasan,Nahid Hasan,NH,09:30:00,11:00:00,C - Slot - 07
C,Slot - 07,2025-08-19,09:30:00,11:00:00,CSE281.5,Introduction to Programming Language II (Java),38,[NH] Nahid Hasan,Nahid Hasan,NH,09:30:00,11:00:00,C - Slot - 07
C,Slot - 07,2025-08-19,09:30:00,11:00:00,CSE281.6,Introduction to Programming Language II (Java),39,[NH] Nahid Hasan,Nahid Hasan,NH,09:30:00,11:00:00,C - Slot - 07
C,Slot - 07,2025-08-19,09:30:00,11:00:00,CSE281.10,Introduction to Programming Language II (Java),32,[NOOR] Asaduzzaman Noor,Asaduzzaman Noor,NOOR,09:30:00,11:00:00,C - Slot - 07
C,Slot - 07,2025-08-19,09:30:00,11:00:00,CSE281.11,Introduction to Programming Language II (Java),22,[NOOR] Asaduzzaman Noor,Asaduzzaman Noor,NOOR,09:30:00,11:00:00,C - Slot - 07
C,Slot - 07,2025-08-19,09:30:00,11:00:00,CSE281.15,Introduction to Programming Language II (Java),29,[MOHO] Mosarrof Hossain,Mosarrof Hossain,MOHO,09:30:00,11:00:00,C - Slot - 07
C,Slot - 07,2025-08-19,09:30:00,11:00:00,CSE475.2,Management Information System,31,[MDSR] Mohammad Shohel Rana,Mohammad Shohel Rana,MDSR,09:30:00,11:00:00,C - Slot - 07
C,Slot - 07,2025-08-19,09:30:00,11:00:00,CSE475.3,Management Information System,32,[MDSR] Mohammad Shohel Rana,Mohammad Shohel Rana,MDSR,09:30:00,11:00:00,C - Slot - 07
C,Slot - 07,2025-08-19,09:30:00,11:00:00,MAT141.2,Differential & Integral Calculus,40,[GM] Golam Mostafa,Golam Mostafa,GM,09:30:00,11:00:00,C - Slot - 07
C,Slot - 07,2025-08-19,09:30:00,11:00:00,MAT141.4,Differential & Integral Calculus,39,[GM] Golam Mostafa,Golam Mostafa,GM,09:30:00,11:00:00,C - Slot - 07
C,Slot - 07,2025-08-19,09:30:00,11:00:00,MAT141.11,Differential & Integral Calculus,38,[GM] Golam Mostafa,Golam Mostafa,GM,09:30:00,11:00:00,C - Slot - 07
C,Slot - 07,2025-08-19,09:30:00,11:00:00,PHY181.2,Physics II,34,[TNHR] Tanver Hossain Refat,Tanver Hossain Refat,TNHR,09:30:00,11:00:00,C - Slot - 07
C,Slot - 07,2025-08-19,09:30:00,11:00:00,PHY181.3,Physics II,27,[TNHR] Tanver Hossain Refat,Tanver Hossain Refat,TNHR,09:30:00,11:00:00,C - Slot - 07
C,Slot - 07,2025-08-19,09:30:00,11:00:00,PHY181.4,Physics II,19,[TNHR] Tanver Hossain Refat,Tanver Hossain Refat,TNHR,09:30:00,11:00:00,C - Slot - 07
C,Slot - 07,2025-08-19,09:30:00,11:00:00,PHY181.5,Physics II,31,[TNHR] Tanver Hossain Refat,Tanver Hossain Refat,TNHR,09:30:00,11:00:00,C - Slot - 07
C,Slot - 08,2025-08-19,12:00:00,13:30:00,CSE281.2,Introduction to Programming Language II (Java),31,[MAKR] Dr. Mohammed Ashikur Rahman,Dr. Mohammed Ashikur Rahman,MAKR,12:00:00,13:30:00,C - Slot - 08
C,Slot - 08,2025-08-19,12:00:00,13:30:00,CSE281.3,Introduction to Programming Language II (Java),38,[MAKR] Dr. Mohammed Ashikur Rahman,Dr. Mohammed Ashikur Rahman,MAKR,12:00:00,13:30:00,C - Slot - 08
C,Slot - 08,2025-08-19,12:00:00,13:30:00,CSE281.7,Introduction to Programming Language II (Java),32,[MMSI] Mohammad Shahmidul Islam,Mohammad Shahmidul Islam,MMSI,12:00:00,13:30:00,C - Slot - 08
C,Slot - 08,2025-08-19,12:00:00,13:30:00,CSE281.8,Introduction to Programming Language II (Java),32,[MMSI] Mohammad Shahmidul Islam,Mohammad Shahmidul Islam,MMSI,12:00:00,13:30:00,C - Slot - 08
C,Slot - 08,2025-08-19,12:00:00,13:30:00,CSE281.9,Introduction to Programming Language II (Java),34,[MMSI] Mohammad Shahmidul Islam,Mohammad Shahmidul Islam,MMSI,12:00:00,13:30:00,C - Slot - 08
C,Slot - 08,2025-08-19,12:00:00,13:30:00,CSE281.12,Introduction to Programming Language II (Java),36,[FAZA] Fariha Zahin,Fariha Zahin,FAZA,12:00:00,13:30:00,C - Slot - 08
C,Slot - 08,2025-08-19,12:00:00,13:30:00,CSE281.13,Introduction to Programming Language II (Java),41,[FAZA] Fariha Zahin,Fariha Zahin,FAZA,12:00:00,13:30:00,C - Slot - 08
C,Slot - 08,2025-08-19,12:00:00,13:30:00,CSE281.14,Introduction to Programming Language II (Java),40,[FAZA] Fariha Zahin,Fariha Zahin,FAZA,12:00:00,13:30:00,C - Slot - 08
C,Slot - 08,2025-08-19,12:00:00,13:30:00,CSE281.16,Introduction to Programming Language II (Java),30,[ZAHA] Ziyan Shirin Raha,Ziyan Shirin Raha,ZAHA,12:00:00,13:30:00,C - Slot - 08
C,Slot - 08,2025-08-19,12:00:00,13:30:00,CSE281.17,Introduction to Programming Language II (Java),35,[ZAHA] Ziyan Shirin Raha,Ziyan Shirin Raha,ZAHA,12:00:00,13:30:00,C - Slot - 08
C,Slot - 08,2025-08-19,12:00:00,13:30:00,CSE3035.1,Information System Design & Software Engineering,1,[SDK] Shimul Dey Katha,Shimul Dey Katha,SDK,12:00:00,13:30:00,C - Slot - 08
C,Slot - 08,2025-08-19,12:00:00,13:30:00,CSE345.2,Information System Design & Software Engineering,36,[SDK] Shimul Dey Katha,Shimul Dey Katha,SDK,12:00:00,13:30:00,C - Slot - 08
C,Slot - 08,2025-08-19,12:00:00,13:30:00,CSE345.3,Information System Design & Software Engineering,40,[SDK] Shimul Dey Katha,Shimul Dey Katha,SDK,12:00:00,13:30:00,C - Slot - 08
C,Slot - 08,2025-08-19,12:00:00,13:30:00,CSE345.4,Information System Design & Software Engineering,39,[SDK] Shimul Dey Katha,Shimul Dey Katha,SDK,12:00:00,13:30:00,C - Slot - 08
C,Slot - 08,2025-08-19,12:00:00,13:30:00,CSE345.5,Information System Design & Software Engineering,34,[RADT] Radiathun Tasnia,Radiathun Tasnia,RADT,12:00:00,13:30:00,C - Slot - 08
C,Slot - 08,2025-08-19,12:00:00,13:30:00,CSE345.6,Information System Design & Software Engineering,34,[RADT] Radiathun Tasnia,Radiathun Tasnia,RADT,12:00:00,13:30:00,C - Slot - 08
C,Slot - 08,2025-08-19,12:00:00,13:30:00,CSE345.7,Information System Design & Software Engineering,34,[RADT] Radiathun Tasnia,Radiathun Tasnia,RADT,12:00:00,13:30:00,C - Slot - 08
C,Slot - 09,2025-08-19,14:30:00,16:00:00,ACT141.1,Introduction to Accounting,40,[MNHA] Md. Nazmol Haque,Md. Nazmol Haque,MNHA,14:30:00,16:00:00,C - Slot - 09
C,Slot - 09,2025-08-19,14:30:00,16:00:00,ACT141.6,Introduction to Accounting,35,[KSR] Kali Shankar Roy,Kali Shankar Roy,KSR,14:30:00,16:00:00,C - Slot - 09
C,Slot - 09,2025-08-19,14:30:00,16:00:00,ACT141.12,Introduction to Accounting,40,[MNHA] Md. Nazmol Haque,Md. Nazmol Haque,MNHA,14:30:00,16:00:00,C - Slot - 09
C,Slot - 09,2025-08-19,14:30:00,16:00:00,ENG105.22,Public Speaking,32,[TAH] Tanjila Hossen,Tanjila Hossen,TAH,14:30:00,16:00:00,C - Slot - 09
C,Slot - 09,2025-08-19,14:30:00,16:00:00,ENG105.23,Public Speaking,28,[SSA] Sarazeen Saif Ahana,Sarazeen Saif Ahana,SSA,14:30:00,16:00:00,C - Slot - 09
C,Slot - 09,2025-08-19,14:30:00,16:00:00,ENG105.24,Public Speaking,32,[TAH] Tanjila Hossen,Tanjila Hossen,TAH,14:30:00,16:00:00,C - Slot - 09
C,Slot - 09,2025-08-19,14:30:00,16:00:00,ENG105.25,Public Speaking,35,[MSW] Maeesha Wajid,Maeesha Wajid,MSW,14:30:00,16:00:00,C - Slot - 09
C,Slot - 09,2025-08-19,14:30:00,16:00:00,ENG105.26,Public Speaking,29,[NCD] Nahin Chowdhury,Nahin Chowdhury,NCD,14:30:00,16:00:00,C - Slot - 09
C,Slot - 09,2025-08-19,14:30:00,16:00:00,ENG105.27,Public Speaking,29,[TAH] Tanjila Hossen,Tanjila Hossen,TAH,14:30:00,16:00:00,C - Slot - 09
C,Slot - 09,2025-08-19,14:30:00,16:00:00,ENG105.28,Public Speaking,32,[MSW] Maeesha Wajid,Maeesha Wajid,MSW,14:30:00,16:00:00,C - Slot - 09
C,Slot - 09,2025-08-19,14:30:00,16:00:00,ENG105.29,Public Speaking,31,[SHK] Shushmita Hossain Khan,Shushmita Hossain Khan,SHK,14:30:00,16:00:00,C - Slot - 09
C,Slot - 09,2025-08-19,14:30:00,16:00:00,ENG105.30,Public Speaking,30,[RCL] Rasna Choudhury Liz,Rasna Choudhury Liz,RCL,14:30:00,16:00:00,C - Slot - 09
C,Slot - 09,2025-08-19,14:30:00,16:00:00,ENG105.32,Public Speaking,25,[JAK] Jakir,Jakir,JAK,14:30:00,16:00:00,C - Slot - 09
C,Slot - 09,2025-08-19,14:30:00,16:00:00,MAT141.3,Differential & Integral Calculus,38,[MDAZ] Md. Asadujjaman,Md. Asadujjaman,MDAZ,14:30:00,16:00:00,C - Slot - 09
C,Slot - 09,2025-08-19,14:30:00,16:00:00,MAT141.5,Differential & Integral Calculus,39,[MDAZ] Md. Asadujjaman,Md. Asadujjaman,MDAZ,14:30:00,16:00:00,C - Slot - 09
C,Slot - 09,2025-08-19,14:30:00,16:00:00,PHY161.9,Physics I,30,[MUKO] Mustofa Khalid Ovi,Mustofa Khalid Ovi,MUKO,14:30:00,16:00:00,C - Slot - 09
C,Slot - 10,2025-08-20,09:30:00,11:00:00,CSE181.6,Discrete Mathematics,40,[AMH] Md. Asiful Islam Miah,Md. Asiful Islam Miah,AMH,09:30:00,11:00:00,C - Slot - 10
